phi1,phi2,phi3,phi4,phi5,phi6,phi7,label
976780.5401724922,139311200738.76663,18767368558499.195,4412684097718.781,-3.890202929282157e+25,-1.4647593487311096e+18,-9.958780670363163e+24,7
2229093.6235402497,178676720641.06046,8074523395211.4375,4689437947132.627,-2.4304833532731744e+25,1.9269653167086943e+18,-1.5554975420971412e+25,8
1204588.3176035061,256771990663.98764,31048465612218.17,8690594186439.14,8.667935747307806e+25,1.1327716159280988e+18,-1.1342819655301025e+26,6
893269.4657792179,326321215815.3738,9473045428650.312,635891024461.3593,-1.1373282445224109e+24,-1.8586901346816394e+17,1.0687667996999512e+24,5
578119.1870471684,82032870944.64375,3477508021557.4883,2428835628751.851,7.017800970293242e+24,6.866815934793494e+17,7.597462231934142e+23,6
432538.58371140057,169732689007.13336,74174072247.47461,40824694477.59218,2.2168249988157158e+21,1.5042092195046244e+16,3.64065080045703e+20,1
1627165.035108372,520163674046.93005,26504783366217.688,1702938618342.5212,9.418253891054855e+24,-4.7464956131556806e+17,-6.495455828267237e+24,3
1022634.7355850125,273608787479.59503,3325078600640.484,604728148376.0166,5.758353452704497e+23,-1.3123327608887603e+17,-6.354085037785541e+23,8
522062.9644833428,230284065569.39752,150246767781.4566,108326221681.58344,1.3819077732531041e+22,5.190864061598814e+16,1.4498957285660259e+20,1
1188137.7533228127,464499496111.82794,1680209212576.6448,802241332814.8855,8.32947788449498e+23,5.4004092559421696e+17,4.167924165421325e+23,0
1890151.1013611734,860996579159.617,51949724997520.25,5893157967741.626,-6.049263028858561e+25,-4.388126889778902e+18,-8.350418255192497e+25,5
505532.35024237045,229804756754.00153,221193258751.47006,125753435162.91757,2.0726017846955274e+22,5.249394160871165e+16,-3.210824101784061e+21,1
914873.6910753967,308127716135.699,10875444188901.285,1876907837238.2932,-5.050504149730277e+24,-4.820938136732417e+17,-6.811767923612859e+24,3
550328.0373547004,255662232326.93024,11985042586.841187,2427235968.6733274,8.061102018722863e+18,311805590292666.4,1.031526672018909e+19,1
1627824.858641087,823551307047.8024,5844823758057.356,928444007593.0544,-1.8067670036372993e+24,-5.088163210862259e+17,1.1888481209048078e+24,5
2168153.948337787,159609066354.9432,21478003440110.695,3436932139323.0264,1.0724046214328418e+25,4.026312778302588e+17,2.75131849439468e+25,5
1898236.4500709397,74950208755.06644,19562331673918.67,2227736650581.916,7.902581302778846e+24,5.900584310129144e+17,-1.2402706177097738e+25,6
556926.9737267583,295185619280.28625,33090967470.5243,9374652379.796312,1.3110530475563806e+20,1828962201569435.8,1.0037172476227356e+20,1
1140653.4571481687,627133272265.668,6315225025871.335,800469576449.8046,-1.406455393971932e+23,-4.4850670328381146e+17,-1.794243882980981e+24,8
1635655.2843913655,595461461630.2937,5105328766458.887,2613301136119.689,9.536348665213792e+24,1.58443689776578e+18,-4.165538553444804e+23,5
275296.649046105,72900666410.4531,1198744935.8749774,154481340.74170002,-3.9352871156378184e+16,-32083952420808.54,5.357859357751168e+16,1
765689.1680890068,163780411122.35364,29133578923980.13,2049136596116.0803,-6.406506740862656e+24,-1.781572278656578e+17,-1.4478573805092115e+25,7
1098995.3746388666,201706897129.8736,18133458140622.004,310456198217.13983,4.941044427308741e+23,7.179022051604312e+16,5.463177740756789e+23,9
1609229.0944851225,1297276966374.8477,33707297262814.047,7645540752202.647,1.2100047512937247e+26,8.60119219233238e+18,-2.057112211957953e+25,4
1109120.8762139243,183364205710.44147,12308395673016.734,3677794390112.0327,1.7389313237015195e+25,7.84965928070834e+17,-1.76042926296459e+25,6
1509602.6342755454,448955270310.9081,33777163597151.26,2587187779351.515,-9.053185198983243e+24,-1.73351735547076e+18,2.2427083175575233e+25,2
1027749.4358754947,419530255766.38696,29976602528784.83,6684013753354.101,9.16645701423621e+25,4.274682179579811e+18,-2.343240669765705e+25,2
1520407.0857439549,361568460957.6982,14898645837632.75,1181126003223.4224,-1.1221111148709797e+24,-6.353878707890086e+17,-4.825967446149194e+24,5
1070216.9194825522,283412644754.6755,22185027272.349373,43937512720.6948,7.73871378072391e+20,-3216983787139280.0,-1.1326483817247453e+21,0
889572.0795614847,34056350183.194588,4554685690365.663,1304877075340.1567,1.0167462468749679e+23,2.4075989391179978e+17,-3.179520789380043e+24,6
1609594.9312160537,693893163242.7919,1276799268211.2905,1154577159100.8545,1.087169235969027e+24,7.578718753678331e+17,-8.84982523710705e+23,5
811417.7014697179,235359382043.94336,7497902541707.182,2167691657425.7432,6.382922658025603e+24,5.7139635907473626e+17,-5.969084710106923e+24,6
1018931.7203733982,337719515623.90063,6185471615248.265,1967041188720.789,3.3212343087082593e+24,2.5442140996380986e+17,-6.003905368832149e+24,3
995437.3306695354,481669735829.45166,24538324851873.31,2697317116273.2725,-1.9489554094239934e+25,-1.283022182287042e+18,-1.0084978007019418e+25,7
1328120.3643884624,390361068581.229,38475858071980.12,2979823369427.1035,2.041617760945065e+25,1.3250553619588582e+18,-2.4519544418274327e+25,2
1617503.6004360402,253732845455.914,4527697335607.106,104535275753.40506,3.920674805370307e+22,-6777331449864636.0,6.029029753236895e+22,0
1523851.3919462669,624379519585.296,7996017648109.281,1693777328395.756,3.7545233127356656e+24,1.9359343682836858e+17,4.975758924710558e+24,8
1019408.1195818254,334062531877.4097,560068762347.4016,6857658702.296996,2.8911943304192705e+19,1740451903889243.0,-4.240110782930056e+20,8
1557396.386445783,643259291727.9121,32492491902698.25,8183875440169.297,9.257243935323646e+25,3.572703657829212e+17,-9.61258802502615e+25,5
526261.5907814569,86827687133.95395,2841683386184.915,644167904712.1986,8.553741738485382e+23,1.8735243736008976e+17,-1.6707483096958932e+23,4
332058.8068104866,103680300373.58116,48888630566.9178,8751808745.327175,5.3219476143521276e+19,-351833038601582.6,-1.7303053259112176e+20,1
299462.5258636616,82539273487.63402,202122371.0136952,93200713.22714418,1.2557063058380112e+16,24388986493693.027,-2440003913127620.0,1
813696.0091002426,10227089829.078293,10097296881509.52,319533168687.45874,2.984532624779075e+23,2.6761405249928616e+16,4.902529210582137e+23,4
2204571.0321034803,178783408053.7931,1072379397124.5938,5009684498461.725,1.0840223435590553e+25,1.4528747642569743e+18,4.16141795507403e+24,0
955697.7215405046,278616046225.9846,20360061406101.55,7222032913132.842,5.880673543092245e+25,1.6428492969436897e+18,6.4892978969552405e+25,3
1303311.2798720223,527371363381.5132,492508386421.93616,433497817299.3778,1.7744558953676766e+23,4.762792605347066e+16,-9.292096305360383e+22,3
652496.2158408116,174466401869.23837,12808365721348.219,2475813803760.4272,5.404556492769651e+24,4.612308841921292e+17,-1.2851809811912964e+25,7
1553055.8701954396,172942789558.45956,28252126764034.707,13284828817565.105,2.2007917693560863e+26,5.315818783868446e+18,-1.3343522468244869e+26,6
286322.91111825884,76833022208.24173,39907583842.2728,8243655084.052908,7.41501575624316e+19,-11978331373674.5,1.2984153187247882e+20,1
853901.7626965889,153217970294.77908,2970191107536.194,36534785456.885056,1.1664680291886843e+22,1.3771246569654312e+16,-2.9631779643376827e+21,6
772007.5250444952,199285780051.88898,1181368538032.4731,802428630779.9158,3.79590235725481e+23,3.3181075639119334e+17,6.828597014724482e+23,2
460005.85076271184,200510506797.20496,265987752326.0363,230929695884.0659,5.7232842652356364e+22,1.0324965205033968e+17,-2.7948487030627684e+20,1
873086.0809157293,310684729529.644,12222180607142.984,2540058025782.5,1.244087580211549e+25,1.04980493373794e+18,-6.747146943244392e+24,9
1815924.724994461,4785209722.524798,20550784268529.023,1534428221844.6418,2.76246606050089e+24,-7.229679993146978e+16,8.161736262070782e+24,2
1511250.9858638246,625536247156.9976,1676306978013.6968,593831906132.7865,4.0093737931568035e+23,2.4697513226213034e+17,4.3620997212401546e+23,8
733632.5289351298,113379138212.1185,6913738691842.31,3533186731375.3354,1.6163663455185714e+25,1.0892407863719148e+18,-6.608692492137931e+24,6
401518.9404199902,146084112370.34235,199685652784.90457,31411456367.1249,1.6272875150548586e+20,-4018550892994873.5,-2.4824152274671454e+21,1
709428.8714896215,74322169811.01053,6459308565622.477,238594535870.47778,2.9358243309304845e+23,3.690022697953815e+16,-3.928448178223939e+22,9
1432519.657696593,423568188885.63367,4433212112797.644,745497962552.7473,1.3317220350698724e+23,-1.7188947106793587e+17,1.348721003110822e+24,5
1393023.7755663914,396093758021.2186,46817305114889.44,3207258319896.854,3.7080030174101776e+25,4.547069377525897e+17,1.3024731419852954e+25,2
1073185.900694748,358458301945.933,1725188201448.5076,120541753204.42929,4.268812726534552e+22,6.9713830512187304e+16,3.46324618188608e+22,5
830116.3616100962,48657406585.26759,9276680314164.514,308480126350.3546,-1.7797212225315214e+23,6.621091637177779e+16,4.9055331186229726e+23,4
1207443.5263055111,223946289183.3482,45271581769494.73,3700766280860.347,-1.2691243422827894e+25,-6.781619956699377e+17,4.6189812900755525e+25,4
1909611.0739010088,1111265241301.262,13261065003545.574,3962681217882.3804,2.340311121608787e+25,-6.441319879078843e+17,1.6657398149018563e+25,2
930922.572944297,317690309974.39185,501908622147.261,698154969856.8159,3.673632185504908e+23,3.928678853113406e+17,-1.8931781262784737e+23,8
1671047.6662287398,278134720898.25366,8302718077457.072,634544734437.0579,1.4523028305785905e+24,-3.338170349625775e+17,-1.1018432447284584e+23,3
998226.5687481172,166856233556.38556,16347423354102.762,495952553690.15906,3.9991772720827443e+23,-1.2835223363779803e+17,-1.3543523762048647e+24,8
1177907.9126179959,443784027228.5709,5346386760504.398,690944790965.1588,-5.0684523337224216e+23,-1.456590249465801e+17,-1.227464303152993e+24,2
1809832.4870150057,809731491230.1226,36167619525802.79,1733823376204.3591,5.018625618339888e+24,2.4237651858009824e+17,-1.2779805855432625e+25,4
2017880.3293321093,328963838690.8398,1468405942486.8057,605962123851.6904,-5.7156716194122064e+23,3.385751030894061e+17,6.011062566966367e+21,5
2120484.3972617686,221044428050.28683,5351988977623.928,2320652851231.666,-7.507212564014912e+24,1.0832263372878254e+18,-3.2449006241228127e+24,0
1486570.9746749294,474301724879.4006,12216080544962.969,1290539915360.418,-2.485321733934204e+24,-3.107225232637568e+17,4.481098397973559e+24,3
507323.81415287213,214049622769.25748,698900992134.0354,112459728690.08336,-1.9921795389440855e+21,-2.811486757921032e+16,-3.1465502330392586e+22,1
1173779.0115388208,304964441761.0043,60446151503726.86,6285714278914.316,-9.953472059705083e+25,-2.5953977922357596e+18,-7.14467092419614e+25,7
670561.5413372556,286710573084.3776,5506589348733.01,1809768731462.909,5.384236775178177e+24,9.400759250464627e+17,-1.9105308766966514e+24,7
2158214.749594452,835061609283.9954,29563301619513.69,6277490675464.809,7.411935787882786e+25,4.594385023607047e+18,-4.265657399256677e+25,5
1571736.7572609065,348883292378.1487,68670834267192.02,8748368717201.306,-4.580237718085847e+25,-9.112805217925509e+17,-2.0947675561107224e+26,7
663062.5763438612,107980155097.47084,7525790784194.89,880395849670.7194,2.0924562776418068e+24,2.878432631162381e+17,-8.701531704399465e+23,9
834209.9341287346,192667038384.5056,16483746819687.479,2422679148477.3047,7.362171832403458e+24,3.457354152696811e+17,-1.3423519931060893e+25,7
499449.18342197424,220479664543.17807,263213176650.55756,157981087912.25092,3.1956567818441687e+22,6.77790552185859e+16,-4.0742979052153696e+21,1
711272.1358911786,167642825937.66666,9230800558882.576,1920563233611.0854,7.992855027122425e+24,7.813229128387721e+17,-1.2273368507494134e+24,9
1258307.753121738,334882002708.64746,30650539092317.32,2689511066431.423,1.1451389216135607e+25,-3.782863061298947e+17,2.156748724870188e+25,2
335680.90443548386,106908357976.41801,18890531052.888775,2166601252.946874,-1.1693661747919692e+19,-643556933124810.0,-7.441912469943196e+18,1
560996.5960818208,58836816112.987976,7078667384029.87,1285894788972.521,3.8422484082339586e+24,3.11580703443709e+17,5.3685417022444455e+23,4
1865798.6404507852,989707181463.5132,12113127943467.613,2533320303756.1494,3.9406229409075595e+24,-1.9994224675455176e+18,1.3468785118513726e+25,2
888525.5306982086,189566542265.04504,14492717753174.957,1713528155888.1555,6.101571408212042e+24,5.2627980518179744e+17,-5.97385548944701e+24,9
1397879.8074531807,726063287523.6611,16571372944107.738,8892495939454.314,9.085244001138459e+25,5.696425896529325e+18,5.82976273969222e+25,2
1790514.1697315658,117099239451.95367,1795070960771.1458,599455172531.0364,5.9161321750588906e+23,1.7632161242687904e+17,1.9150415907007626e+23,0
1211733.835387261,55367360205.57486,9211064819804.184,1224092130094.586,-4.0248615471313876e+24,-2.8630388744113754e+17,8.338192550119292e+23,4
612095.8537816048,146647190973.53714,4595091772921.231,1769869089473.8967,4.936745504654115e+24,6.746756575740465e+17,-1.050592703371588e+24,9
342270.9820259932,109103001394.594,48090018908.75967,27396797625.352493,9.800666146403663e+20,7538023218325131.0,1.6844563018726906e+20,1
886959.1597230859,126627783055.70328,6494669544433.972,1389520136627.38,4.1098071104010585e+24,3.7718635208924954e+17,-7.305033853568333e+23,4
1072500.7021319962,365268876582.11597,4168007928254.3965,340246504087.26733,-1.606471995147392e+23,1.4954425541696842e+17,3.719790751658344e+23,8
414732.40313675284,155663509442.30832,252375258966.0327,91632281201.80965,1.249910470608177e+22,2.3855567697383896e+16,-6.160106839837308e+21,1
1104921.3663173288,269743270594.32077,598962150343.9269,1024813319779.572,8.011257560311662e+23,3.667238706338858e+17,5.349660430582323e+22,8
568028.9306032632,163723109244.61182,260968231153.20343,66101588763.39303,5.102712062836065e+21,1.4708735429420794e+16,-7.024004358186065e+21,4
941214.4503980678,102726821760.09625,15618605422350.713,1195364186633.3655,-3.1738776661064325e+23,-8.380565049722906e+16,-5.155252917205345e+24,5
625618.9997409327,111297035675.68861,2165320805855.1714,799045975125.7592,9.124863059447453e+23,2.6612568398058208e+17,-5.215855096384917e+23,9
1019660.0471652993,474055973401.15674,6028365790823.723,577272083561.4949,1.9058036631733163e+23,1.3512048794150483e+17,-1.0598902743220478e+24,8
1025385.2104225234,469371328745.3811,5850443668695.652,321278843005.1911,-6.134169211171381e+22,2.752883225251953e+16,4.3617902419369655e+23,8
2764325.5700008124,1793113561089.5496,18541379079632.383,3925988539212.203,-2.1948327874331915e+25,-4.5676269033966264e+18,-2.5303383920128893e+25,3
804804.17266663,145111291489.95615,14362922713092.598,4621950950538.003,2.451501432793653e+25,1.2563276164939538e+18,-2.8585890527471164e+25,7
720159.1593472899,188099856324.97034,3123967163063.973,936226177305.4752,1.1284311631636462e+24,2.5024152587697683e+17,-1.1358848869904242e+24,6
3286743.60210386,66623162528.60359,11856853067644.318,318979610120.7869,1.6491860270051544e+23,6.9081295799705304e+16,5.980153516619569e+23,0
1228626.404251324,151364635806.2829,923507326656.5485,489366952195.59656,-3.27465686690427e+23,1.466943291322386e+17,3.1549587111142043e+22,0
1401354.4000710319,560206582119.6411,20384280571084.836,2240918510853.208,-9.409438774320066e+24,-1.64188083960324e+18,-1.1868107942570069e+25,3
610704.700951291,170941368926.22452,81844062380.05864,18327597957.014294,6.378205831323719e+20,6784452180331350.0,3.115090323232255e+20,0
1641691.8850384832,1040239785197.0948,12397215857819.79,104926228124.0379,-8.1146267800266e+22,3.900321801622262e+16,-8.79567064592652e+22,2
1204858.0969494716,353469372429.59485,5966403695709.211,302822388167.24255,1.6915073115380424e+23,1.724244946653365e+17,3.702303416533048e+23,6
1418456.5975248124,222089534957.94638,13121157018546.86,2006609810375.8926,2.3772387437717022e+24,2.3312673944627568e+17,-1.0018092421132199e+25,6
1155299.4051827802,512692736536.96344,3282232409863.5757,562796913880.8422,6.718961462471654e+23,1.2919044063516278e+17,-3.6557893984552374e+23,4
1207522.9673451653,636006164637.4385,1738211850948.712,594286360076.1215,5.2762074845576774e+23,4.7215576083651226e+17,-2.9401681010215962e+23,9
2272790.4223215594,670663789159.2042,21682968740329.875,956698920711.7607,-1.703135548779427e+24,-7.434556278502561e+17,-4.010712580862531e+24,3
1683200.3810778758,955260199700.3435,16263577547195.771,2149275629139.1055,4.513827141421166e+24,-1.2722423676701222e+18,-1.1878366090504707e+25,3
1770550.9627601039,736458302414.8604,9817511462922.377,2158643386205.001,-9.927891192333128e+24,-1.798841736654041e+18,4.34248948020402e+23,3
1145896.4644520483,459807720892.88586,8352440266335.7295,832575820562.1885,2.177028094448555e+24,5.641562529782996e+17,2.845476313881919e+23,2
1726450.7435508347,141551949752.43018,13315465726895.99,3461524742141.6714,-2.329711162487734e+25,-6.233679519123155e+17,-3.086062709111379e+24,3
989266.892555139,125057982656.39166,16714809145557.512,1698483089590.625,8.167605030230916e+24,4.928739044456706e+17,-3.897493398318075e+24,9
518966.2213104863,232769376721.46082,66997248046.60392,49046994512.895256,2.805943741811494e+21,2.2714017920702716e+16,1.7759329385593845e+20,1
826217.2245798456,307866908617.9265,750855068063.0526,41867748129.59083,7.273558725397709e+21,2.323062618493083e+16,-1.4835230500491512e+21,2
906728.0038723873,214348907855.37128,4953632479615.436,860691955577.267,3.844728993693001e+22,4.31617366532787e+16,-1.7767726230091177e+24,6
1123924.4649397917,379889644170.28424,12780483238039.895,573229576290.9093,-8.023368303621978e+23,-5.65415911759209e+16,1.327995216527412e+24,8
1664356.1851107376,179377608243.0473,3618646346434.8374,94908264225.20804,-4.675018000912954e+22,-3.755883697332549e+16,3.0132680893198292e+22,0
850417.1233098699,276358273611.69037,21100668920722.457,6700096951675.167,7.557063929830547e+25,3.050861830904907e+18,2.5212188860573526e+25,5
1766601.857644481,662171556633.7795,28018043851785.164,7257013893136.358,3.162830776833978e+25,7.535521642711698e+17,-9.852782247513285e+25,6
2153766.247168893,613186875046.0704,30417544763527.254,5529045082484.373,-9.296705491236652e+24,-2.0921345552156754e+18,-7.109775132549131e+25,6
1614061.825218651,177053827489.04898,21922499380933.645,8210582141122.274,7.573404080671048e+25,1.132174973831384e+18,-7.999110283518557e+25,6
1559775.3659236743,548680669389.16504,56916490476559.8,10079295325166.973,1.489127852391067e+26,6.721795244963173e+18,-1.9001631779989312e+26,3
1662467.3550102813,672552077445.2394,26129967177701.316,6641998725553.1455,8.49274318408073e+25,5.357890311527879e+18,-2.1069371904139545e+25,8
1196091.5375334616,573132512904.8071,3409429045637.1553,257786065412.90314,-5.696117798147204e+22,-2.86344116358692e+16,2.3486541096904775e+23,8
1317011.399472972,309793421708.18567,3159835617051.092,872354393201.7585,1.2120838335481563e+24,3.566498435891288e+17,7.928131134730897e+23,2
1573434.341792941,1060242131691.231,26406174649720.008,5297801420785.322,5.6296912769278735e+25,5.447565887572759e+18,-2.751434753798141e+25,7
1539475.8390503908,596883901512.6891,2278450634603.771,526323033393.18353,5.7359877398361994e+23,4.039837542591364e+17,-5.641140863606122e+22,5
1244307.329389693,574754275832.3188,5298440649517.437,584221297636.9751,-4.200121809099836e+23,-3.135782530580452e+17,-9.381449062312724e+23,8
528485.6052359629,95404945407.04912,3095461116206.0923,980226128475.4469,1.123140498855368e+24,2.387793402780154e+17,-1.2860777127186504e+24,9
1164502.4712029544,141305070784.9829,13996347157328.523,5061052421000.239,3.5915612289667322e+25,1.545919966678856e+18,-2.290166454494776e+25,6
248273.98490376148,59223259205.91897,28943923056.949112,26932556763.874405,7.519282084640282e+20,6482079316278916.0,-6.977165356773669e+18,1
1502078.4834119324,483313660811.63416,3577589138199.7646,855230130467.4365,1.4656519793999814e+24,2.3093820375416387e+17,2.9959625688173846e+23,8
2223172.116201117,1512470281218.312,28882065714846.242,664185826130.1191,6.337345120461543e+23,2.0188849873814016e+16,2.839163434673719e+24,4
469981.6622380858,192725381995.70905,143600065351.66592,38946864002.281166,2.178739584279156e+21,5748615138168282.0,1.9330122368305838e+21,1
1687992.6781378146,950144024361.3611,44182235432578.71,3523983170951.386,1.5108699460524375e+25,3.196206034641733e+17,4.129466551738223e+25,2
813045.5981620289,268753206316.50452,1938673039659.416,455536137511.5513,4.243583701063115e+22,-3979087499837648.0,-4.259829524766417e+23,5
1163939.0725998413,381404768378.23114,2211401893685.261,758052401932.6968,9.485530361903819e+22,2.733167340212787e+16,-9.76888378052732e+23,9
424413.582634619,165396884099.10022,392311148130.00635,87921210932.5028,8.74855617321777e+21,6242872802871040.0,-1.3787471603058363e+22,1
820198.1644975652,203583529820.94223,7430631482035.453,1892908663764.4492,5.897379197264862e+24,6.75206831029944e+17,-3.952098282682493e+24,9
1344974.1157626864,524452847610.82446,75835293411777.88,11282646025768.027,-1.8116393020945907e+26,-5.750921348678875e+18,2.7586008176261187e+26,7
655941.9880998377,128430950421.08382,17821677186272.094,2859372005572.838,6.71973216400404e+24,-9.821730524426267e+16,-1.9273941196453337e+25,5
613502.7093763037,46217829121.033676,1595621879148.324,35863826568.28168,-8.537751320991867e+21,-7708431385340045.0,8.42934470381653e+20,4
1264837.3015019628,242283944696.8047,1312467260671.2695,244494533350.00024,1.1796866979202257e+23,1.0741235930572397e+17,7.256365183111016e+22,0
1337198.5088082107,57407561928.27537,49276953164756.266,490275971313.7777,2.3877951458095022e+24,-5.980122751679762e+16,-3.2499153905644975e+23,8
802152.9685071575,23547816040.973995,9363414055178.504,2005105034846.1477,6.991443894144901e+24,3.076839067300097e+17,-5.15772205179401e+24,9
673983.131276824,113350455284.26366,10375551768475.768,2637585667162.285,1.1881504513678503e+25,8.004410248474054e+17,-7.015273306135266e+24,9
325598.0805595262,100836596929.51886,9596521521.677927,2418228842.451908,8.192967220070332e+18,220286850456457.9,8.281513744571458e+18,1
1062112.910448471,221310502515.53763,1995725363693.7354,898451753281.1674,4.6462405577232376e+23,4.17996761468219e+17,1.1097354590968007e+24,0
1017184.1630596322,299046652231.9445,36227188656.1557,29856046654.600533,-8.897897221295858e+20,1.3481820860335074e+16,-4.152050497798231e+20,5
1870531.360300698,1889112854055.576,7013308704433.481,1007809278726.4257,5.268176405064503e+23,-7.415498948976404e+17,2.627044914340874e+24,2
2247113.4324273863,512497462481.3624,2561671240075.0347,3742886759256.4736,-1.1523663096967467e+25,-2.485728576267498e+18,1.235332490976323e+24,3
1288412.124786649,289520707605.1988,54102617753494.35,5980247410860.742,-8.485106458261975e+25,-1.3422875848717215e+18,-6.611675888620529e+25,7
1977558.954475572,689957898084.0933,14387467648677.262,431728230435.1622,-1.0578983134021256e+24,-3.579013436746797e+17,-1.9647797537661126e+23,8
742687.5439387995,140398832724.8357,4093836733729.7505,682401221119.9653,7.437947299832983e+23,2.191388818178212e+17,-8.646891608180257e+23,9
601576.112554807,197979096149.78613,1814954518894.7651,254801246491.20212,1.731378325295145e+23,1.0785033431637394e+17,6.886082952468184e+21,4
1073157.3911723685,342547025322.37244,1181424091408.3337,133773975507.6465,4.7435979219695145e+22,-2.9219512949228656e+16,-2.4043646617883387e+22,0
476882.1907595928,119736220378.92441,3017541280014.754,1973804659996.5166,4.7562614960029845e+24,6.652353794502309e+17,-7.629745008836067e+23,6
1808548.5578117329,595105730646.0131,24833036657699.25,8142084971232.102,-1.1374484414034153e+26,-6.225998750374479e+18,-2.159123592218536e+25,3
1659594.5292302466,86778058179.26114,25691072791788.164,1756985869233.793,-1.1799339371322987e+25,-4.4421448625555475e+17,3.452484815919108e+23,9
1055021.8399076883,499230867312.09534,8882452985559.617,2854789451663.5107,1.3129202974901688e+25,1.1009971993418547e+18,-5.855205452822163e+24,5
2383996.9428232266,600941357969.6998,26554374595589.6,14093220839310.248,1.9974775057591403e+26,9.672433838908834e+18,1.8555673282327148e+26,2
255168.73802101373,61905473482.420654,12178018194.954203,4934154635.332771,3.56333145735627e+19,780048457424926.6,-1.3898479199322843e+19,1
1348927.7630581586,674027726155.8865,5648404018127.785,1871818857642.2673,2.0206806094958993e+24,-4.455312259352218e+17,5.741149096107445e+24,3
394250.612674708,146318065610.00507,137806233945.16858,25635284617.38008,4.9457087904378526e+20,-392389369505215.0,-1.441172344908008e+21,1
985958.5198871538,426216295847.0365,968747446009.7123,88579433534.08235,2.1120381368893056e+22,6774591283031512.0,1.507416669871493e+22,3
1147114.5486786086,484694157548.53564,12625988475146.234,4571067073684.422,2.771857660845361e+25,1.9230186214396063e+18,-2.0918881460606458e+25,6
1138311.6073830172,407908431973.3427,102855637.36255229,321587227962.12354,1.1319303960624143e+21,1.729430607910948e+17,-1.4627058196856842e+21,5
1111348.5646365422,357844260858.81775,19187536769988.227,1354221113207.6533,-3.500082413111312e+24,1.8584434582582733e+17,-5.949972510818359e+24,7
494922.7308641975,114101824876.72473,4258497327045.8926,412791693956.3362,5.3973804135697626e+23,1.3080123859035824e+17,9.065862752615172e+22,4
1083576.0577939395,406100618082.8273,16794931366550.473,1502262425243.0898,6.751197906019996e+24,7.560519259821238e+17,3.37062143453236e+24,2
1815871.634530689,707165638501.0162,49721724019524.766,5453299887342.215,8.961480936356089e+25,4.115265221908519e+18,-5.718349747917712e+24,2
1931872.8375026004,425710610.8297652,28188566776390.64,7321129843650.497,9.755188721202463e+25,1.064571996633008e+17,-3.930596187700417e+25,6
610016.7169195954,193333036725.83344,30828402399.77285,4673027009.488087,4.388476897802668e+19,-1639813036492429.8,3.4928987184324112e+19,3
1328296.6972638306,220507364687.43726,45107024413959.266,5118399467410.734,7.356020843566671e+25,8.68588796993727e+17,2.524642899076542e+25,2
914269.6403288686,30767654280.489105,7277946312942.607,2362454511014.9736,-1.0210388673766948e+24,3.990740735385989e+17,-9.742661972878528e+24,6
1332228.5332202935,253009650661.1738,18625355514482.793,4298611723325.7534,3.473684968941878e+25,4.030548162131588e+17,-1.6515555747296831e+25,5
599420.138504436,98326787413.72484,6275346066258.162,243163982395.2016,1.94364187756716e+23,4.665479207158791e+16,2.2901819822772655e+23,4
816733.5679803983,393847910578.66626,688753037172.9321,264903048707.4402,-3.699652884056702e+22,1.3429836828533254e+17,1.069328285020701e+23,8
513321.9809861978,137815246453.80847,2668821341025.085,1226243934558.2312,2.199589420087781e+24,4.548064762831564e+17,-2.8769705557641314e+23,9
1098392.8374533027,276565554042.7842,35343030993339.14,3888183573624.877,-2.9720606624681116e+25,-1.6182769781798828e+18,3.4557200359199486e+25,7
777329.9366613764,579740239908.579,539348672445.595,404019475433.981,1.883594970160253e+23,2.8666109593375318e+17,9.491992365407557e+21,1
1470363.7945175245,641471056827.3782,13686888892620.553,631856360602.4265,5.7885095913971645e+23,4.4843833253087424e+17,1.765683826292613e+24,3
1749753.758868351,123711559228.09157,481065341937.94244,696122426083.9309,-3.659621393494665e+23,1.998052162518791e+17,1.6837516937633907e+23,0
1726186.3449211128,977444484638.7844,11510246421129.205,7469887376810.889,6.845386541561405e+25,3.4776457917756626e+18,1.0568758842673374e+25,3
2350477.6614960823,202569621503.08075,5275219663718.658,559021029768.8422,-6.978298751561003e+23,2.0660853648421997e+17,6.59239238013005e+23,8
1000789.7390087056,356028971455.5237,872999535974.8696,493789609488.42694,2.144784297508403e+23,2.1371156184669072e+17,2.4312135045669804e+23,3
474849.61817565275,202249548875.75946,36871274889.07271,22106469064.017925,6.228411810813756e+20,8446002316906718.0,-1.0198956824644197e+20,1
685647.0170567236,127259820638.18791,6239077572589.884,388387671985.9486,3.682740396635043e+23,2.3183100989186412e+16,4.794777389891643e+23,9
840956.1509079187,375473690137.2751,5414109083490.289,2845039253021.2295,1.0578040919522613e+25,1.5680169666954368e+18,3.575417991927594e+24,3
670345.3315041038,105599694664.71126,255286661970.16113,57609940790.08,3.7065840711708133e+21,1.7269465692711086e+16,5.922207246112121e+21,4
1128445.6051349523,1499505128.4381251,7639141505899.229,836761860256.1758,2.4112374146611723e+23,-2.9466931129554816e+16,2.101772635493858e+24,4
1075573.8272328493,319603838158.95715,14567109908986.36,3350091967511.5854,1.416238758113172e+25,9.371832231623593e+17,-1.8631367188506855e+25,6
1395809.4836772406,253557931440.14163,33076260022078.547,1921367744831.2825,5.027295935354441e+24,-3.1728194249957235e+17,1.4468484125474063e+25,4
1086967.4381784485,669843270012.0977,10346394678278.113,2763222468767.468,1.4774118342097192e+25,2.2518941234371835e+18,-1.2966145675624218e+23,2
